enrollee_id,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
32170,0.92,Female,Has relevent experience,Full time course,Graduate,STEM,7,50-99,Pvt Ltd,1,56,0.0
32430,0.926,Male,Has relevent experience,Part time course,Graduate,STEM,13,50-99,Pvt Ltd,1,38,0.0
5733,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,6,100-500,Pvt Ltd,2,13,1.0
25068,0.624,Male,Has relevent experience,Full time course,Masters,STEM,3,50-99,Pvt Ltd,1,45,0.0
15567,0.926,Male,No relevent experience,Part time course,Graduate,Business Degree,<1,10000+,Pvt Ltd,2,14,0.0
32064,0.921,Male,No relevent experience,Full time course,Graduate,STEM,10,1000-4999,Public Sector,1,48,0.0
30861,0.855,Male,Has relevent experience,Full time course,Graduate,STEM,4,50-99,Pvt Ltd,1,25,0.0
11840,0.7759999999999999,Male,Has relevent experience,Full time course,Graduate,STEM,3,50-99,Pvt Ltd,1,9,0.0
7938,0.624,Male,No relevent experience,Full time course,Graduate,STEM,3,100-500,Pvt Ltd,3,19,1.0
6763,0.887,Male,Has relevent experience,Full time course,Graduate,STEM,10,100-500,Pvt Ltd,>4,116,0.0
26193,0.555,Male,No relevent experience,Full time course,Graduate,STEM,7,10/49,Pvt Ltd,1,102,1.0
15204,0.92,Male,Has relevent experience,Part time course,Graduate,Humanities,>20,<10,NGO,>4,88,0.0
16300,0.624,Male,Has relevent experience,Full time course,Masters,STEM,4,50-99,Pvt Ltd,1,28,1.0
15428,0.698,Male,Has relevent experience,Full time course,Graduate,STEM,6,1000-4999,Pvt Ltd,2,56,0.0
26090,0.897,Male,Has relevent experience,Part time course,Masters,STEM,16,1000-4999,Pvt Ltd,1,19,0.0
14902,0.856,Male,Has relevent experience,Full time course,Graduate,STEM,8,50-99,Pvt Ltd,>4,18,1.0
22782,0.893,Male,No relevent experience,Full time course,Masters,STEM,7,500-999,Public Sector,1,35,0.0
17362,0.55,Male,Has relevent experience,Full time course,Graduate,STEM,4,10/49,Pvt Ltd,1,26,1.0
27346,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,>20,50-99,Funded Startup,2,8,0.0
1282,0.92,Male,No relevent experience,Part time course,Graduate,STEM,19,10000+,Pvt Ltd,>4,21,0.0
1505,0.6890000000000001,Male,Has relevent experience,Full time course,Graduate,STEM,12,100-500,Pvt Ltd,3,30,0.0
16443,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,3,10000+,Pvt Ltd,1,106,0.0
12938,0.5579999999999999,Male,Has relevent experience,Full time course,Graduate,STEM,1,10/49,Pvt Ltd,1,64,1.0
8143,0.624,Female,No relevent experience,Full time course,Graduate,STEM,<1,10000+,Pvt Ltd,4,66,1.0
28417,0.92,Female,Has relevent experience,Full time course,Graduate,STEM,7,50-99,NGO,4,157,1.0
1337,0.924,Male,No relevent experience,Full time course,Graduate,STEM,7,50-99,Pvt Ltd,4,53,0.0
14930,0.895,Male,No relevent experience,Full time course,Masters,STEM,10,100-500,Public Sector,2,94,0.0
9128,0.866,Male,No relevent experience,Full time course,Masters,STEM,5,10/49,Public Sector,1,31,0.0
19778,0.855,Male,Has relevent experience,Full time course,Masters,STEM,14,10/49,Pvt Ltd,>4,30,0.0
22370,0.5579999999999999,Male,Has relevent experience,Full time course,Graduate,STEM,4,50-99,Pvt Ltd,1,104,1.0
1306,0.754,Male,Has relevent experience,Part time course,Graduate,STEM,>20,100-500,Pvt Ltd,1,68,1.0
26390,0.926,Male,No relevent experience,Full time course,Graduate,STEM,2,<10,Pvt Ltd,1,165,0.0
19707,0.8270000000000001,Male,No relevent experience,Full time course,Graduate,STEM,2,50-99,Pvt Ltd,1,20,0.0
32307,0.789,Male,No relevent experience,Full time course,Graduate,STEM,4,50-99,Pvt Ltd,1,80,0.0
20100,0.92,Male,No relevent experience,Part time course,Graduate,STEM,4,10/49,Pvt Ltd,1,57,0.0
13816,0.91,Male,No relevent experience,Part time course,Graduate,STEM,2,10000+,Public Sector,1,37,0.0
16144,0.924,Male,Has relevent experience,Part time course,Graduate,STEM,7,100-500,Pvt Ltd,1,94,0.0
7043,0.926,Male,No relevent experience,Full time course,Graduate,STEM,4,50-99,Pvt Ltd,1,44,0.0
30420,0.92,Male,No relevent experience,Full time course,Graduate,STEM,1,10000+,Public Sector,1,17,0.0
30224,0.624,Male,No relevent experience,Full time course,Masters,Other,3,50-99,Pvt Ltd,2,80,1.0
25911,0.897,Male,Has relevent experience,Full time course,Graduate,STEM,4,50-99,Funded Startup,2,50,0.0
15821,0.698,Male,Has relevent experience,Full time course,Masters,STEM,3,50-99,Public Sector,2,45,0.0
14714,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,4,10/49,Pvt Ltd,4,109,1.0
3154,0.855,Male,Has relevent experience,Part time course,Graduate,STEM,6,100-500,Pvt Ltd,1,98,0.0
4712,0.855,Female,Has relevent experience,Part time course,Graduate,STEM,5,10/49,Early Stage Startup,1,48,0.0
31374,0.866,Male,Has relevent experience,Full time course,Graduate,STEM,9,<10,Pvt Ltd,3,44,0.0
372,0.89,Male,No relevent experience,Part time course,Graduate,No Major,3,<10,Pvt Ltd,1,24,0.0
27233,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,7,50-99,Pvt Ltd,1,3,1.0
24856,0.92,Female,Has relevent experience,Part time course,Graduate,STEM,14,1000-4999,Pvt Ltd,>4,39,0.0
12918,0.926,Male,No relevent experience,Full time course,Graduate,STEM,8,5000-9999,Public Sector,4,31,0.0
19380,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,>20,500-999,Public Sector,3,44,1.0
25771,0.926,Male,No relevent experience,Full time course,Masters,Other,8,10000+,Public Sector,4,134,0.0
18784,0.91,Male,No relevent experience,Full time course,Masters,STEM,11,5000-9999,NGO,>4,90,0.0
10901,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,9,50-99,Pvt Ltd,4,162,0.0
33168,0.624,Female,Has relevent experience,Full time course,Masters,STEM,<1,<10,Pvt Ltd,1,29,1.0
12143,0.924,Male,No relevent experience,Full time course,Masters,STEM,>20,500-999,NGO,2,24,0.0
18736,0.698,Male,Has relevent experience,Part time course,Masters,STEM,10,50-99,Funded Startup,1,37,0.0
11590,0.897,Male,No relevent experience,Part time course,Graduate,Arts,2,1000-4999,Pvt Ltd,2,40,0.0
30850,0.91,Male,Has relevent experience,Part time course,Graduate,STEM,6,500-999,Pvt Ltd,1,65,0.0
14554,0.624,Male,Has relevent experience,Full time course,Masters,STEM,3,50-99,Pvt Ltd,1,100,1.0
33278,0.624,Male,Has relevent experience,Part time course,Graduate,STEM,6,<10,Pvt Ltd,never,236,0.0
17057,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,6,500-999,Pvt Ltd,2,4,0.0
12195,0.878,Male,No relevent experience,Part time course,Graduate,STEM,5,10000+,Pvt Ltd,1,77,0.0
12004,0.89,Male,No relevent experience,Part time course,Graduate,STEM,8,100-500,Funded Startup,2,108,0.0
5215,0.789,Male,Has relevent experience,Full time course,Graduate,STEM,14,10000+,Pvt Ltd,1,130,0.0
20316,0.6890000000000001,Male,Has relevent experience,Full time course,Masters,STEM,10,5000-9999,Pvt Ltd,1,9,0.0
32410,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,3,50-99,Pvt Ltd,1,86,0.0
26326,0.92,Female,Has relevent experience,Part time course,Graduate,STEM,15,10000+,Other,>4,65,1.0
28389,0.926,Male,No relevent experience,Full time course,Graduate,STEM,4,50-99,Funded Startup,1,23,0.0
10702,0.949,Female,Has relevent experience,Full time course,Graduate,STEM,16,<10,Early Stage Startup,3,152,0.0
31127,0.925,Male,Has relevent experience,Full time course,Graduate,STEM,3,100-500,Pvt Ltd,2,228,0.0
19511,0.895,Male,Has relevent experience,Part time course,Graduate,STEM,10,<10,Pvt Ltd,1,72,0.0
14196,0.897,Male,Has relevent experience,Part time course,Graduate,STEM,6,10000+,Public Sector,4,25,0.0
6148,0.91,Male,No relevent experience,Full time course,Graduate,STEM,3,10000+,Pvt Ltd,1,78,1.0
27328,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,2,10000+,Pvt Ltd,1,55,0.0
12822,0.91,Male,Has relevent experience,Part time course,Phd,STEM,>20,1000-4999,Public Sector,>4,29,0.0
24745,0.698,Female,Has relevent experience,Part time course,Graduate,STEM,<1,5000-9999,Public Sector,1,8,1.0
15053,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,20,10/49,Pvt Ltd,1,334,0.0
7932,0.624,Male,Has relevent experience,Part time course,Graduate,STEM,7,100-500,Pvt Ltd,2,17,0.0
18599,0.926,Male,No relevent experience,Full time course,Masters,STEM,4,10/49,Public Sector,4,40,1.0
27721,0.855,Male,Has relevent experience,Full time course,Graduate,STEM,7,1000-4999,Pvt Ltd,2,34,1.0
32999,0.624,Male,Has relevent experience,Part time course,Graduate,STEM,3,10/49,Pvt Ltd,2,328,1.0
30471,0.91,Male,Has relevent experience,Full time course,Graduate,STEM,2,5000-9999,Pvt Ltd,1,170,0.0
28339,0.893,Male,Has relevent experience,Part time course,Graduate,STEM,12,5000-9999,Pvt Ltd,2,34,0.0
5915,0.91,Male,Has relevent experience,Full time course,Graduate,STEM,17,100-500,Pvt Ltd,>4,26,0.0
18640,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,5,500-999,Pvt Ltd,4,12,1.0
2711,0.866,Male,Has relevent experience,Full time course,Graduate,STEM,8,<10,Pvt Ltd,2,288,0.0
9037,0.89,Male,Has relevent experience,Full time course,Graduate,STEM,6,50-99,Pvt Ltd,1,48,0.0
9036,0.624,Male,Has relevent experience,Full time course,Phd,STEM,4,10/49,NGO,2,17,0.0
32184,0.897,Male,Has relevent experience,Part time course,Graduate,STEM,3,<10,Pvt Ltd,1,29,0.0
4308,0.92,Male,No relevent experience,Full time course,Graduate,STEM,6,10000+,Pvt Ltd,1,25,0.0
2502,0.624,Male,Has relevent experience,Full time course,Masters,STEM,7,100-500,Pvt Ltd,1,154,0.0
6828,0.624,Male,Has relevent experience,Full time course,Masters,STEM,9,50-99,Pvt Ltd,1,60,1.0
23361,0.899,Male,Has relevent experience,Part time course,Graduate,STEM,18,100-500,Pvt Ltd,>4,7,0.0
13618,0.624,Male,Has relevent experience,Part time course,Graduate,STEM,3,10/49,Pvt Ltd,1,198,0.0
1720,0.789,Male,No relevent experience,Full time course,Graduate,STEM,1,100-500,NGO,1,35,0.0
8482,0.624,Male,No relevent experience,Full time course,Graduate,STEM,<1,100-500,Pvt Ltd,1,22,0.0
30272,0.92,Female,No relevent experience,Full time course,Graduate,STEM,4,10000+,Public Sector,1,69,0.0
7049,0.91,Male,No relevent experience,Part time course,Graduate,STEM,7,50-99,Pvt Ltd,1,50,0.0
31641,0.92,Female,No relevent experience,Full time course,Masters,STEM,>20,5000-9999,Public Sector,>4,4,0.0
8692,0.939,Male,Has relevent experience,Part time course,Graduate,STEM,2,1000-4999,Pvt Ltd,1,37,0.0
12863,0.926,Male,No relevent experience,Full time course,Masters,STEM,>20,5000-9999,Other,4,108,1.0
1012,0.926,Male,Has relevent experience,Part time course,Masters,STEM,16,50-99,NGO,3,58,0.0
24229,0.926,Male,Has relevent experience,Full time course,Masters,STEM,11,1000-4999,Public Sector,1,13,0.0
17811,0.6659999999999999,Male,Has relevent experience,Full time course,Graduate,STEM,14,10000+,Pvt Ltd,3,258,1.0
11877,0.754,Male,No relevent experience,Part time course,Masters,STEM,10,10000+,Public Sector,2,41,0.0
31214,0.775,Male,Has relevent experience,Part time course,Graduate,STEM,10,1000-4999,Pvt Ltd,>4,14,1.0
11771,0.624,Male,Has relevent experience,Full time course,Masters,STEM,7,10000+,Pvt Ltd,3,87,1.0
17798,0.899,Male,Has relevent experience,Part time course,Graduate,STEM,16,10000+,Pvt Ltd,1,82,0.0
19178,0.698,Male,No relevent experience,Part time course,Graduate,STEM,18,10/49,Early Stage Startup,1,97,0.0
30423,0.91,Male,No relevent experience,Full time course,Graduate,STEM,5,50-99,Pvt Ltd,1,151,0.0
3402,0.624,Female,No relevent experience,Full time course,Graduate,STEM,5,10/49,Funded Startup,1,32,0.0
26666,0.91,Male,No relevent experience,Part time course,Graduate,STEM,6,10000+,Pvt Ltd,>4,24,0.0
27223,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,3,50-99,Pvt Ltd,2,17,0.0
19050,0.92,Male,No relevent experience,Part time course,Phd,STEM,3,1000-4999,Public Sector,2,14,0.0
21760,0.893,Male,Has relevent experience,Part time course,Graduate,STEM,6,<10,Pvt Ltd,1,19,0.0
15759,0.91,Female,Has relevent experience,Full time course,Graduate,Arts,12,100-500,Pvt Ltd,1,6,0.0
16794,0.926,Male,Has relevent experience,Part time course,Graduate,STEM,12,100-500,Pvt Ltd,1,46,0.0
12608,0.926,Male,No relevent experience,Part time course,Graduate,STEM,5,100-500,Public Sector,2,28,0.0
29072,0.926,Male,Has relevent experience,Full time course,Graduate,STEM,10,50-99,Pvt Ltd,1,58,0.0
18382,0.624,Male,No relevent experience,Full time course,Graduate,STEM,5,10000+,Pvt Ltd,1,31,0.0
20738,0.897,Male,Has relevent experience,Part time course,Graduate,STEM,7,100-500,Early Stage Startup,1,46,0.0
15249,0.6890000000000001,Male,No relevent experience,Full time course,Graduate,Other,3,50-99,Pvt Ltd,1,34,0.0
23278,0.698,Male,Has relevent experience,Full time course,Masters,STEM,14,<10,Pvt Ltd,4,28,0.0
22553,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,5,50-99,Pvt Ltd,1,135,1.0
28697,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,4,100-500,Pvt Ltd,1,33,0.0
7929,0.893,Male,Has relevent experience,Part time course,Graduate,STEM,6,10/49,Pvt Ltd,4,5,0.0
2839,0.926,Male,Has relevent experience,Full time course,Masters,STEM,16,5000-9999,Public Sector,2,8,0.0
30714,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,3,10000+,Pvt Ltd,1,64,0.0
10475,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,3,5000-9999,Pvt Ltd,1,114,0.0
6770,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,6,100-500,Pvt Ltd,2,20,0.0
33018,0.764,Male,No relevent experience,Full time course,Graduate,STEM,2,10/49,Early Stage Startup,1,131,0.0
12429,0.926,Female,No relevent experience,Full time course,Graduate,STEM,5,5000-9999,Public Sector,1,110,0.0
23378,0.624,Female,Has relevent experience,Full time course,Graduate,STEM,<1,50-99,Early Stage Startup,1,36,0.0
3870,0.698,Male,Has relevent experience,Full time course,Graduate,STEM,6,<10,Pvt Ltd,1,59,0.0
19563,0.926,Male,Has relevent experience,Part time course,Graduate,STEM,5,50-99,Pvt Ltd,1,11,0.0
17216,0.802,Male,Has relevent experience,Full time course,Graduate,STEM,3,1000-4999,Pvt Ltd,1,92,0.0
384,0.92,Male,No relevent experience,Full time course,Graduate,Other,9,1000-4999,Pvt Ltd,>4,102,0.0
24052,0.624,Male,Has relevent experience,Full time course,Masters,STEM,3,100-500,Pvt Ltd,3,30,0.0
7454,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,15,50-99,Pvt Ltd,>4,16,0.0
32901,0.698,Male,Has relevent experience,Full time course,Masters,STEM,18,50-99,Pvt Ltd,>4,6,0.0
54,0.754,Male,Has relevent experience,Part time course,Graduate,STEM,8,100-500,NGO,1,34,0.0
20396,0.789,Female,Has relevent experience,Full time course,Phd,STEM,8,100-500,Pvt Ltd,>4,11,0.0
31204,0.91,Male,No relevent experience,Part time course,Graduate,STEM,5,10/49,Pvt Ltd,1,30,1.0
15583,0.926,Male,No relevent experience,Full time course,Graduate,STEM,9,500-999,Public Sector,1,32,0.0
30302,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,6,100-500,Pvt Ltd,4,163,0.0
32554,0.92,Male,No relevent experience,Full time course,Graduate,STEM,2,10/49,Public Sector,1,336,0.0
9077,0.926,Male,Has relevent experience,Full time course,Graduate,STEM,7,100-500,Pvt Ltd,1,29,0.0
4275,0.884,Male,Has relevent experience,Full time course,Graduate,STEM,>20,10/49,Pvt Ltd,>4,218,0.0
16071,0.527,Male,Has relevent experience,Part time course,Graduate,STEM,7,500-999,Pvt Ltd,1,20,1.0
6646,0.897,Male,Has relevent experience,Part time course,Graduate,STEM,10,10000+,Pvt Ltd,1,26,0.0
27092,0.926,Female,No relevent experience,Full time course,Graduate,STEM,10,1000-4999,Public Sector,4,28,0.0
6472,0.624,Male,Has relevent experience,Full time course,Masters,STEM,4,50-99,Pvt Ltd,1,109,1.0
18548,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,6,<10,Early Stage Startup,never,98,0.0
17296,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,<1,10/49,Early Stage Startup,never,23,0.0
31087,0.913,Male,No relevent experience,Full time course,Graduate,STEM,6,10000+,Pvt Ltd,4,9,0.0
14416,0.762,Male,Has relevent experience,Full time course,Graduate,STEM,<1,<10,Early Stage Startup,never,58,0.0
2369,0.939,Male,No relevent experience,Full time course,Masters,STEM,10,50-99,Public Sector,2,61,0.0
20015,0.836,Male,Has relevent experience,Part time course,Graduate,STEM,13,50-99,Public Sector,2,21,0.0
16069,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,6,5000-9999,Public Sector,1,38,0.0
30649,0.698,Female,Has relevent experience,Full time course,Graduate,STEM,9,50-99,Pvt Ltd,1,95,1.0
17660,0.893,Male,Has relevent experience,Part time course,Graduate,STEM,16,<10,Pvt Ltd,never,132,0.0
26267,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,8,100-500,Funded Startup,1,112,0.0
7472,0.92,Male,No relevent experience,Full time course,Graduate,STEM,10,500-999,Public Sector,1,178,0.0
13614,0.91,Male,Has relevent experience,Part time course,Graduate,STEM,2,100-500,Pvt Ltd,2,160,0.0
29688,0.92,Male,No relevent experience,Part time course,Graduate,STEM,3,50-99,Pvt Ltd,>4,23,0.0
11262,0.926,Male,Has relevent experience,Part time course,Graduate,STEM,19,100-500,Pvt Ltd,2,42,0.0
19143,0.836,Male,No relevent experience,Full time course,Graduate,STEM,8,50-99,Pvt Ltd,1,57,0.0
3146,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,17,50-99,Pvt Ltd,4,26,0.0
11142,0.836,Male,Has relevent experience,Full time course,Graduate,STEM,2,100-500,Pvt Ltd,1,104,0.0
20095,0.698,Male,Has relevent experience,Full time course,Masters,STEM,18,50-99,Pvt Ltd,>4,48,1.0
32026,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,5,10/49,Pvt Ltd,>4,64,0.0
24113,0.743,Male,Has relevent experience,Full time course,Masters,STEM,>20,100-500,Pvt Ltd,>4,16,0.0
22719,0.884,Male,Has relevent experience,Full time course,Graduate,STEM,13,100-500,NGO,1,100,0.0
11321,0.92,Female,Has relevent experience,Part time course,Graduate,STEM,18,100-500,Public Sector,>4,244,0.0
21590,0.624,Male,No relevent experience,Full time course,Graduate,STEM,2,<10,Pvt Ltd,1,46,1.0
15058,0.55,Male,No relevent experience,Part time course,Graduate,STEM,3,10/49,Pvt Ltd,1,322,0.0
9065,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,1,<10,Early Stage Startup,1,188,1.0
16879,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,2,10/49,Pvt Ltd,1,5,1.0
1067,0.92,Male,Has relevent experience,Part time course,Masters,STEM,3,1000-4999,Pvt Ltd,2,28,0.0
14823,0.624,Male,No relevent experience,Part time course,Graduate,No Major,5,<10,Early Stage Startup,4,46,1.0
12371,0.624,Male,No relevent experience,Full time course,Graduate,STEM,3,100-500,Pvt Ltd,1,94,0.0
792,0.899,Male,No relevent experience,Part time course,Graduate,STEM,5,10000+,Pvt Ltd,3,5,0.0
28296,0.92,Male,No relevent experience,Full time course,Graduate,STEM,4,500-999,Pvt Ltd,1,82,0.0
29574,0.8270000000000001,Male,Has relevent experience,Part time course,Graduate,STEM,7,<10,Funded Startup,3,48,0.0
3687,0.92,Male,No relevent experience,Full time course,Graduate,Business Degree,2,100-500,Pvt Ltd,1,43,0.0
23240,0.754,Male,Has relevent experience,Full time course,Graduate,STEM,5,10000+,Pvt Ltd,1,7,0.0
22552,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,4,<10,Pvt Ltd,1,49,1.0
8062,0.89,Male,Has relevent experience,Full time course,Graduate,STEM,4,10/49,Pvt Ltd,2,100,0.0
10781,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,5,10000+,Pvt Ltd,1,12,1.0
16551,0.91,Male,Has relevent experience,Part time course,Graduate,STEM,>20,100-500,Pvt Ltd,>4,9,1.0
28698,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,2,10/49,Pvt Ltd,1,182,1.0
14984,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,3,50-99,Pvt Ltd,2,80,0.0
26627,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,6,10000+,Pvt Ltd,3,6,0.0
14569,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,2,50-99,Pvt Ltd,2,68,1.0
28159,0.913,Male,Has relevent experience,Part time course,Graduate,STEM,8,<10,Pvt Ltd,1,48,0.0
21378,0.698,Male,Has relevent experience,Part time course,Masters,STEM,10,50-99,Pvt Ltd,3,42,0.0
12754,0.897,Male,No relevent experience,Full time course,Graduate,STEM,4,10/49,Early Stage Startup,1,48,0.0
11088,0.926,Male,No relevent experience,Full time course,Graduate,STEM,6,10000+,Pvt Ltd,2,38,0.0
6910,0.624,Male,Has relevent experience,Full time course,Masters,STEM,7,1000-4999,Pvt Ltd,1,15,1.0
6551,0.866,Male,Has relevent experience,Full time course,Graduate,STEM,15,1000-4999,Pvt Ltd,1,24,0.0
27926,0.91,Female,No relevent experience,Full time course,Graduate,STEM,4,<10,Early Stage Startup,1,34,0.0
6097,0.91,Male,Has relevent experience,Part time course,Graduate,STEM,3,10000+,Pvt Ltd,never,129,0.0
2842,0.804,Male,Has relevent experience,Full time course,Graduate,STEM,6,500-999,Pvt Ltd,1,86,0.0
30256,0.855,Male,Has relevent experience,Full time course,Graduate,STEM,8,100-500,Public Sector,3,39,0.0
23268,0.8270000000000001,Male,Has relevent experience,Full time course,Graduate,STEM,17,50-99,Pvt Ltd,4,100,1.0
29199,0.92,Male,No relevent experience,Part time course,Graduate,STEM,5,<10,Pvt Ltd,1,20,0.0
25274,0.698,Male,No relevent experience,Part time course,Graduate,STEM,3,10/49,Pvt Ltd,1,9,0.0
16310,0.939,Male,No relevent experience,Part time course,Graduate,STEM,12,50-99,Pvt Ltd,>4,44,0.0
3269,0.926,Male,Has relevent experience,Full time course,Graduate,STEM,15,50-99,Pvt Ltd,1,111,0.0
31043,0.926,Male,Has relevent experience,Full time course,Graduate,STEM,14,100-500,Pvt Ltd,2,52,0.0
25069,0.624,Male,Has relevent experience,Full time course,Graduate,Other,3,1000-4999,Pvt Ltd,1,57,1.0
33348,0.624,Male,No relevent experience,Part time course,Masters,STEM,15,100-500,Pvt Ltd,never,9,0.0
32014,0.897,Male,Has relevent experience,Part time course,Masters,STEM,11,<10,Pvt Ltd,1,69,0.0
21067,0.92,Male,No relevent experience,Full time course,Masters,Other,17,10000+,Public Sector,1,66,0.0
11030,0.923,Male,Has relevent experience,Part time course,Graduate,STEM,17,10000+,Pvt Ltd,4,200,1.0
32832,0.926,Male,Has relevent experience,Full time course,Graduate,STEM,9,<10,Pvt Ltd,1,21,0.0
3124,0.91,Male,Has relevent experience,Full time course,Graduate,No Major,2,<10,Pvt Ltd,1,91,0.0
2533,0.767,Male,Has relevent experience,Full time course,Graduate,STEM,4,500-999,Pvt Ltd,1,48,0.0
26248,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,6,10000+,Pvt Ltd,2,96,0.0
27885,0.754,Male,Has relevent experience,Part time course,Masters,STEM,5,100-500,Pvt Ltd,2,8,0.0
13593,0.923,Male,Has relevent experience,Part time course,Graduate,STEM,>20,50-99,Pvt Ltd,1,12,0.0
32909,0.624,Male,No relevent experience,Full time course,Graduate,STEM,4,50-99,Funded Startup,1,41,1.0
16503,0.743,Male,Has relevent experience,Full time course,Masters,STEM,6,1000-4999,Pvt Ltd,1,102,0.0
21510,0.624,Male,Has relevent experience,Full time course,Masters,STEM,6,50-99,Pvt Ltd,1,95,1.0
8087,0.843,Male,Has relevent experience,Part time course,Graduate,STEM,11,50-99,Pvt Ltd,2,38,0.0
8302,0.727,Female,Has relevent experience,Part time course,Graduate,STEM,7,100-500,Pvt Ltd,2,127,0.0
8228,0.855,Male,Has relevent experience,Part time course,Graduate,STEM,2,10000+,Pvt Ltd,1,73,1.0
3601,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,8,10000+,Pvt Ltd,2,8,0.0
4180,0.855,Male,Has relevent experience,Full time course,Graduate,STEM,8,50-99,Pvt Ltd,1,11,1.0
1849,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,9,10/49,Pvt Ltd,3,79,0.0
18532,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,3,100-500,Pvt Ltd,1,45,1.0
31076,0.925,Male,Has relevent experience,Part time course,Masters,STEM,9,50-99,Pvt Ltd,>4,23,0.0
30049,0.91,Male,No relevent experience,Full time course,Graduate,STEM,4,10000+,Pvt Ltd,1,122,0.0
24568,0.92,Male,Has relevent experience,Full time course,Masters,STEM,10,<10,NGO,1,46,0.0
26867,0.624,Male,Has relevent experience,Part time course,Graduate,STEM,7,50-99,Pvt Ltd,2,21,0.0
20549,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,2,<10,Public Sector,2,83,0.0
14550,0.624,Male,No relevent experience,Full time course,Graduate,STEM,<1,50-99,Early Stage Startup,1,50,1.0
11854,0.913,Male,No relevent experience,Full time course,Graduate,Humanities,1,<10,NGO,1,25,0.0
30062,0.91,Female,No relevent experience,Full time course,Masters,STEM,15,50-99,Public Sector,3,33,0.0
10459,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,5,50-99,Pvt Ltd,never,40,0.0
31080,0.895,Male,Has relevent experience,Full time course,Graduate,STEM,9,100-500,Pvt Ltd,2,10,1.0
30528,0.897,Male,Has relevent experience,Part time course,Graduate,STEM,3,5000-9999,Pvt Ltd,1,31,0.0
17266,0.939,Male,Has relevent experience,Part time course,Graduate,STEM,9,<10,Early Stage Startup,1,114,0.0
838,0.754,Male,Has relevent experience,Part time course,Graduate,STEM,11,100-500,Pvt Ltd,>4,91,0.0
16235,0.939,Male,No relevent experience,Part time course,Graduate,STEM,11,10000+,Public Sector,1,26,0.0
2981,0.893,Male,Has relevent experience,Part time course,Graduate,Humanities,17,50-99,Pvt Ltd,>4,26,0.0
773,0.91,Male,Has relevent experience,Full time course,Graduate,STEM,15,1000-4999,Pvt Ltd,1,37,0.0
6229,0.926,Male,No relevent experience,Full time course,Graduate,STEM,1,10/49,Funded Startup,1,139,1.0
30289,0.92,Male,Has relevent experience,Part time course,Masters,STEM,11,500-999,Public Sector,>4,102,0.0
19789,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,13,50-99,Pvt Ltd,>4,2,1.0
23939,0.926,Male,No relevent experience,Full time course,Graduate,STEM,7,10/49,Public Sector,4,46,0.0
27129,0.92,Male,No relevent experience,Full time course,Graduate,STEM,4,500-999,Pvt Ltd,2,84,1.0
26945,0.926,Male,Has relevent experience,Full time course,Graduate,STEM,8,50-99,Pvt Ltd,1,41,0.0
18173,0.6890000000000001,Male,Has relevent experience,Full time course,Graduate,STEM,16,<10,Early Stage Startup,4,51,0.0
15387,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,3,500-999,Funded Startup,1,113,0.0
